index,coco_id,seed
214,32990,307666
215,114239,302565
216,238377,804382
217,261982,714147
218,348701,79934
219,473929,211325
220,149444,922638
221,258789,256867
222,35395,143966
223,253969,877776
224,29852,19406
225,263586,241320
226,59202,409485
227,70294,543000
228,25005,61845
229,37677,892216
230,208955,173562
231,497867,754549
232,559821,474278
233,213687,336644
234,445298,243236
235,393836,443341
236,486026,174082
237,435533,687276
238,111409,155741
239,484425,419606
240,572861,12914
241,117201,19069
242,188346,997861
243,488522,369201
244,60434,161327
245,349485,80489
246,81251,183345
247,72514,300592
248,310553,134251
249,463037,428735
250,275751,622677
251,19102,560868
252,58133,892624
253,139260,461172
254,236904,474213
255,83214,340083
256,468604,621384
257,416145,473811
258,321307,446478
259,442791,949149
260,146411,519255
261,476770,623253
262,163640,17926
263,113354,864797
264,146865,754956
265,187857,620447
266,531796,754591
267,16848,426962
268,293153,940273
269,99053,650645
270,4972,375390
271,264032,497951
272,132987,342794
273,567432,707712
274,508541,181114
275,381832,618483
276,67534,938399
277,554740,738966
278,506201,430758
279,518127,850366
280,547886,207046
281,479596,675796
282,451856,871128
283,96711,704984
284,504103,987960
285,167964,91379
286,515876,947204
287,145520,432254
288,539738,527121
289,578292,389838
290,441430,926314
291,565485,711368
292,74200,781327
293,421681,154562
294,122839,726797
295,328316,777645
296,228135,811992
297,109178,9806
298,157098,806314
299,199319,881395
300,318570,764328
301,408773,717174
302,345419,444838
303,437269,606349
304,532527,185524
305,156846,562577
306,320670,546220
307,5820,219390
308,170072,587923
309,87875,884753
310,145651,878622
311,469719,160353
312,495183,749172
313,487299,410781
314,128515,579553
315,290896,596884
316,239130,743264
317,30958,906057
318,278512,162853
319,415714,200593
320,89697,941267
321,232115,416413
322,574665,10933
323,401244,969144
324,501153,380560
325,270544,778671
326,93571,975924
327,309499,12093
328,565153,50490
329,292819,174791
330,496268,13763
331,542077,466658
332,477623,262507
333,12666,572734
334,521400,516367
335,291861,56183
336,376393,427748
337,407067,500815
338,471394,74571
339,359310,375441
340,567801,93042
341,568863,965578
342,198447,393610
343,140501,658668
344,2142,511647
345,233023,885042
346,397483,721061
347,172935,788892
348,315388,223457
349,530975,793980
350,185475,510712
351,181969,256340
352,197219,188490
353,401163,687031
354,555905,132120
355,58146,200201
356,500446,265846
357,229020,607981
358,267351,284420
359,76351,347560
360,306159,644356
361,246530,357026
362,120776,614915
363,162523,987671
364,261068,323015
365,461573,839475
366,459032,925326
367,531286,303183
368,452137,334543
369,277518,531773
370,513891,240806
371,567197,997452
372,47828,571625
373,191304,727281
374,249599,138650
375,413349,652752
376,401028,531491
377,387515,208439
378,446461,245254
379,147576,63771
380,57244,335534
381,241868,571593
382,576031,420837
383,73039,870505
384,552636,953406
385,427133,471023
386,33931,885262
387,28508,255202
388,442661,201908
389,251627,828008
390,411587,239415
391,175653,560708
392,407945,249995
393,500468,37075
394,225715,680158
395,526956,170076
396,87958,581773
397,365618,498325
398,289855,389264
399,517967,704700
400,288270,622013
401,333677,827244
402,555939,773348
403,401901,876603
404,293757,223480
405,410168,364475
406,227048,605438
407,374886,972874
408,478380,801907
409,522371,819331
410,306313,917780
411,425848,592244
412,101013,354798
413,524186,48482
414,243091,349072
415,120046,619900
416,30967,5351
417,8333,881327
418,69340,494356
419,378139,165238
420,459634,323883
421,145227,335862
422,137211,376452
423,234910,189342
424,30925,752676
425,181666,49363
426,345456,125231
427,223545,751258
428,227019,114122
429,389549,411899
430,182369,349779
431,290619,590903
432,194876,228326
433,264737,303748
434,314074,658378
435,245383,57440
436,48555,478309
437,144122,840793
438,528269,922206
439,481480,834991
440,406841,487504
441,170788,166364
442,467000,12763
443,155793,774631
444,133928,422714
445,226008,347401
446,82807,876733
447,457575,794900
448,432623,895780
449,68715,708816
450,525272,764286
451,35328,949970
452,52107,836359
453,542260,685172
454,2225,967292
455,79408,551
456,304545,784633
457,8603,615267
458,524216,452983
459,530099,167136
460,273657,212616
461,555478,489173
462,384461,905676
463,418106,782728
464,352576,418925
465,373344,94760
466,81630,649928
467,414560,318054
468,571925,338477
469,356827,495516
470,95679,733351
471,476109,967226
472,346621,494514
473,428858,209962
474,124157,193699
475,398489,755091
476,247639,745162
477,77615,33237
478,47627,812447
479,223757,367108
480,317448,866668
481,231022,108583
482,325410,739760
483,549930,58603
484,589,421259
485,306989,212390
486,457735,209176
487,469603,193522
488,316423,325280
489,467843,153976
490,41104,993093
491,564352,4179
492,293027,553476
493,507927,242490
494,574074,233680
495,412471,527995
496,232085,684345
497,432330,727350
498,154000,632899
499,63970,591677
500,172843,409550
501,1083,474242
502,106757,281591
503,501385,540042
504,383270,191652
505,260261,811052
506,564699,287119
507,346642,552460
508,260510,324662
509,261360,407549
510,5328,806575
511,236370,454047
512,132791,377365
513,564743,520729
514,292945,475253
515,333697,667212
516,409581,816255
517,512307,475178
518,319534,944709
519,463132,139
520,210832,207781
521,96488,69460
522,484414,608653
523,528524,460336
524,558840,685462
525,401816,282051
526,105179,995901
527,16502,771668
528,463610,107308
529,28714,157916
530,285633,538914
531,216006,533442
532,262642,583676
533,399628,809351
534,296730,47074
535,289343,848017
536,570548,234475
537,139486,667951
538,312388,694739
539,50238,283332
540,4665,593570
541,535591,947896
542,527363,751138
543,580607,745893
544,195648,324562
545,10920,399939
546,440359,473364
547,371194,991531
548,215255,320156
549,54603,285002
550,148549,381848
551,226592,507675
552,423336,108847
553,456558,968010
554,90075,165519
555,217400,371562
556,162581,925725
557,558927,947432
558,415360,697795
559,452931,223432
560,56437,278625
561,192039,910743
562,498666,744898
563,555772,563112
564,372794,850691
565,463013,649864
566,258523,870983
567,111448,396111
568,72666,259762
569,464153,170819
570,140540,822513
571,212545,8026
572,62198,765448
573,564629,721070
574,335065,532028
575,205300,952972
576,577651,984299
577,139,447706
578,179397,499597
579,385786,700894
580,407903,760089
581,343643,612048
582,282134,426556
583,317130,828588
584,398637,412350
585,233370,890831
586,151005,910861
587,113369,50595
588,348905,348397
589,216863,304407
590,303099,299793
591,410265,968264
592,503992,818173
593,521197,541958
594,150987,501939
595,112634,134153
596,272131,560793
597,88286,788241
598,17273,444266
599,551952,749991
600,78892,769471
601,43851,1495
602,226957,683939
603,160089,235362
604,111259,51949
605,158372,705262
606,103030,245820
607,292622,173127
608,465893,730160
609,453860,153808
610,548296,591446
611,233882,795844
612,399570,872189
613,546388,663443
614,27917,664360
615,338067,976513
616,52233,356988
617,125936,15154
618,518203,825211
619,231685,109335
620,253835,431018
621,82821,198719
622,5724,794687
623,448365,839370
624,465878,363045
625,490629,127796
626,219820,921859
627,365099,674757
628,810,580774
629,9813,18572
630,534122,375034
631,377005,487136
632,560143,845116
633,397693,957536
634,91263,988500
635,358191,520775
636,107800,14648
637,328026,249869
638,368727,829953
639,578522,707990
640,515854,705343
641,300972,366467
642,330611,216915
643,428125,663389
644,180580,787578
645,268770,84903
646,94376,684389
647,310618,943304
648,346589,849426
649,156126,995333
650,363875,635431
651,421206,978590
652,243491,781794
653,529344,201713
654,116017,476907
655,433044,996565
656,46077,306591
657,274451,905568
658,343466,159889
659,11625,846933
660,276195,773582
661,175356,432719
662,30667,946308
663,82933,744414
664,94940,738484
665,293468,550944
666,156889,842110
667,549780,367169
668,306582,592047
669,358195,999971
670,398792,225516
671,52386,656935
672,229295,714260
673,149252,795857
674,458613,511168
675,354321,171670
676,485027,928059
677,84018,568566
678,183701,501809
679,265313,312562
680,84749,414621
681,330037,141388
682,152870,876269
683,326667,591342
684,22371,126247
685,495419,687052
686,557107,511138
687,84474,818153
688,359136,396909
689,29056,423990
690,189245,65099
691,439398,528963
692,443453,134800
693,131942,154661
694,69496,963366
695,101948,646308
696,569849,371251
697,186036,809552
698,134503,562644
699,554340,121333
700,359442,536230
701,440354,105314
702,10386,451610
703,497021,917176
704,370315,538230
705,140545,160005
706,181586,627412
707,280761,173816
708,34257,262034
709,262686,502924
710,156102,879502
711,267940,722890
712,550713,615927
713,171753,221036
714,234572,578041
715,281017,70790
716,571564,14434
717,136938,676508
718,255096,521798
719,511554,676093
720,337987,511713
721,376603,890250
722,15260,625937
723,41119,722455
724,401384,476885
725,368117,815049
726,65465,892999
727,4395,205480
728,196995,899647
729,48044,930711
730,71215,557694
731,98141,920196
732,100098,96821
733,431199,634675
734,363134,721103
735,307480,938996
736,562592,472079
737,175469,390357
738,151808,579770
739,566920,256238
740,48185,617792
741,117543,607932
742,440400,494249
743,152886,253345
744,369776,931360
745,205782,470868
746,52507,169677
747,507326,748236
748,219904,138973
749,387136,917862
750,123017,484644
751,365503,2435
752,186721,222892
753,474465,461632
754,307034,322276
755,507301,412217
756,72833,926767
757,63958,25379
758,580029,215710
759,107661,986144
760,109942,459701
761,320632,297524
762,494404,757856
763,177069,502300
764,411840,602349
765,297078,485702
766,221095,75202
767,160260,50209
768,200717,321356
769,573853,560881
770,173142,320100
771,171809,153869
772,356293,192233
773,382406,374818
774,338452,939232
775,341164,722932
776,329494,913440
777,66336,765038
778,199133,917474
779,227428,448424
780,278760,553159
781,464251,805298
782,167240,787908
783,465357,271374
784,283028,73204
785,523217,491359
786,384242,76956
787,565391,361812
788,288762,375648
789,83768,736835
790,158292,16537
791,513724,320691
792,132776,895519
793,87328,995962
794,510449,575865
795,369840,565700
796,154884,435630
797,145751,294163
798,534271,274961
799,79356,665980
800,531970,80187
801,474003,496388
802,441156,978284
803,523782,605637
804,517548,239862
805,128939,268136
806,78060,185716
807,560025,616030
808,230056,272392
809,176519,766882
810,147979,249641
811,334416,403987
812,241129,874530
813,305004,571787
814,358982,415448
815,137085,574538
816,174004,457080
817,393478,841849
818,314328,126681
819,370929,881610
820,557672,870792
821,440900,868089
822,506540,975273
823,176696,701228
824,83844,825997
825,499226,88593
826,158084,291370
827,483447,450460
828,576966,50305
829,266400,468300
830,345618,356122
831,520659,648965
832,78865,277085
833,258141,80661
834,258702,457476
835,471641,616675
836,231831,332656
837,158563,625979
838,268710,382893
839,475923,281858
840,314541,895153
841,318415,238976
842,166521,961845
843,174887,377682
844,264599,927446
845,252459,495413
846,546164,43855
847,200324,229134
848,160276,816070
849,74789,827617
850,78522,444369
851,194158,770511
852,141197,172084
853,319285,810008
854,155974,222276
855,406426,392412
856,388643,276249
857,374947,140062
858,198768,652801
859,93735,66378
860,129707,825802
861,541813,434604
862,468736,499320
863,495088,976318
864,181488,242293
865,42492,868556
866,88748,683167
867,435751,762684
868,69944,358304
869,102589,790238
870,52996,817746
871,459575,526517
872,376278,625448
873,566470,336140
874,308785,262963
875,107405,122677
876,549225,912348
877,163258,218907
878,472375,460123
879,571931,636440
880,26176,730382
881,99067,550061
882,303210,424132
883,546222,329850
884,313783,258843
885,369470,435717
886,136920,161418
887,94538,207760
888,524533,212218
889,76107,840934
890,209015,967293
891,418251,672777
892,225405,504047
893,374629,418580
894,489909,205268
895,259056,750787
896,192457,33857
897,521133,406216
898,516641,815713
899,269033,835838
900,219655,957759
901,153578,478331
902,86320,982186
903,347695,523168
904,316112,513904
905,190156,945388
906,109924,391930
907,354098,841135
908,321543,914610
909,344410,395631
910,122051,922663
911,438077,933019
912,375509,515402
913,276638,327016
914,475710,591598
915,137619,147382
916,283268,760159
917,223746,697218
918,308388,155836
919,319469,854928
920,447991,724336
921,188136,903480
922,349622,714412
923,521348,544630
924,528404,512471
925,276720,397446
926,278290,973015
927,110330,475418
928,287874,829432
929,143387,219210
930,507037,952423
931,486770,577730
932,425522,440148
933,441323,99067
934,484551,697640
935,410932,181970
936,489339,647547
937,503765,273198
938,539453,995317
939,422522,931121
940,545293,668928
941,392985,572909
942,114790,777104
943,344881,167078
944,190362,155041
945,234963,773544
946,285929,739907
947,257996,584584
948,526030,833428
949,308828,465360
950,160703,703946
951,125645,531644
952,138549,102765
953,383185,440825
954,288955,817870
955,301837,347088
956,402410,316120
957,342387,197404
958,227960,961089
959,201420,355668
960,349486,39449
961,423984,415437
962,242679,816562
963,548464,650984
964,519094,542944
965,170716,696366
966,168580,653036
967,46463,660236
968,526371,18578
969,513809,282260
970,194786,267904
971,449921,565184
972,5356,119118
973,355756,755739
974,153013,392835
975,222879,247807
976,355228,22500
977,285597,260403
978,299548,982647
979,254965,590768
980,363654,915252
981,451877,107263
982,150208,30678
983,358019,557226
984,538423,297361
985,516476,589322
986,569096,455539
987,134542,793354
988,209757,860586
989,523819,741175
990,269918,473495
991,551383,725122
992,42534,327846
993,498994,32237
994,127702,545486
995,221547,590324
996,252008,299127
997,522782,632761
998,236338,394933
999,402528,985889
1000,404229,726503
1001,160004,54342
